index	#1 Label	#2 Count	#3 String
1656	1,3	2	.@POTUS: "I would advise Iran not to start their nuclear program... If they do, there will be very severe consequence." [URL] ||||| @FoxBusiness @POTUS There are No server consequences nothing here, he is just scared because hes the coward. hes scared iran might come out gun blazing and he cannot stand up to it
1657	1,3	2	Britain should drop ‘Russophobic agenda’ – Neil Clark bemoans UK-US bullying of Europe (VIDEO) — RT UK News [URL] ||||| @haloefekti 2)Now “Iran Lied”! The call for more blood! Send your kids “defend freedom” once more...lies to wash away “more lies”! This is the state of affairs; due for their wealth, barbaric ideas and corrupt way of life...
1659	1,2	2	Alejandro Agag on #bbcqt claims Obama brokered the Iran Deal on behalf of the American people. Pretty rich, given that he never took it to Congress in an appropriate manner. Ruling via bureaucracy. Undemocratic to the core. ||||| @KateAndrs I think the narrative abt D deal being abt Obama or America or it's congress is wrong.D deal was done with [URL] was sort of D world vs Iran.Consensus I thought was essential 2democracy.What exactly is undemocratic in agreeing with ur allies in solving a prob.?
1660	1,3	2	Candace Owens: Obama To Blame For Damaged Race Relations In America (VIDEO) [URL] [URL] ||||| @chuckwoolery [URL] 786 Mr T your Boss, Fake Jew in occupy Palestine cause U to lose all credibility with videos of atrocities &amp; inhumane treatment committed against Palestine ppl by your Master while Iran has no history of invading ppl &amp; brutalizing them like your ally...
1661	1,3	2	Rouhani: America is making a mistake if it leaves the nuclear accord [URL] ||||| @RT_com There is no economic benefit from 2015 nuclear deal and Major EU Banks failed to do business with #Iran In addition, the Nuclear agreement itself &amp; any further negotiations truly endanger the Iranian national security and undermine Iran's strength in the region. Congratulations!
1662	1,3	2	Tom Cotton is asking the dumbest questions ever. “If you had been nominated by Pres. Obama how many votes do you think you would have gotten?”  Silence.  “You don’t have to answer that question.”   Ridiculous. ||||| @Karoli We know that he should have been charged and tried for sedition along with a bunch of his lying ass colleagues for trying to undermine the Iran nuclear deal when Obama was President. He was and is a wretched excuse for a human being.
1663	1,0	2	It’s a good thing we have #StormyDaniels, #JamesComey, #MichelleWolf &amp; other serious people to keep our minds off silly things like #Iran cheating on the nuclear deal... [URL] ||||| @JackKingston Jack Shit, wrong on Iran, don’t you ever tire of being a hack.  You’re not a conservative anything, just a shmuck who smells a buck.
1664	1,1	2	The money we gave back to Iran was THEIR money. No one bothered to mention this @MeghanMcCain @WhoopiGoldberg @TheView @JoyVBehar  [URL] ||||| @arendabdoory @MeghanMcCain @WhoopiGoldberg @TheView @JoyVBehar Before you jump to a conclusion, the report that Obama bribed Iran was FALSE
1665	1,1	2	Pulling out of the #IranDeal - with no replacement in sight - leaves America and our allies less safe and diminishes our credibility as a world leader and an honest partner. I urge @POTUS: don’t abandon an agreement that is preventing a nuclear armed Iran [URL] ||||| @SenatorCarper @POTUS These Traitors should stop LYING @realDonaldTrump @POTUS @netanyahu @mike_pence @VP @WhiteHouse  There's NO reason to end #JCPOA  Any time an IDIOTS tell you otherwise Remember Iran is in FULL Compliance  ONLY Russia wins [URL] [URL]
1666	1,3	2	Ex-CIA chief John Brennan SNAPS on Trump’s Iran moves: This is ‘madness’ [URL] ||||| @Thomas1774Paine What was your stake in the Iran deal Brennan? Must be a good idea if you are upset. Mr liar and corruption hider. Expose this fraud.
1667	1,1	2	This Reuters headline &amp; lead exemplify propaganda by omission: so Iran (or Syria) just struck the Golan unprovoked, Israel didn’t first strike Quneitra last night after targeting Syrian and Iranian positions the day before [URL] ||||| @amalsaad_lb All lies. Israel provoked and struck first. Iran not involved. Syria retaliated and wiped out Israeli installations in Golan. Each new assault from Israel is being met by Syria with wider and wider responses, now striking beyond Galilee. Syria fielding incoming rockets with ease.
1669	1,3	2	Interviewed in Jerusalem by BBC Radio star @Marthakearney. I never thought I'd say this but I'm to the left of Haaretz's Amira Hass, who lives in el-Bireh next to Ramallah. [URL] ||||| @Gil_Hoffman @Marthakearney Looks like you don't want to talk about the fake poll taken in Isarel? We all know Isarel doesn't like blacks amd migrants. The American Jewish community strongly support the Iran Deal, Obama, and the Democratic Party. Isarel's position runs counter to most world leaders.
1670	1,3	2	BREAKING: Israeli army reports air raid sirens sounding in Golan Heights ||||| @AP Saudi Arabia UAE and Israel all thanked Trump for getting out of the Iran deal...what’s wrong with this picture...lol😀😀
1672	1,0	2	The JCPOA would have to led to a regional nuclear race with little trust in Iran’s intentions. Time for a rethink &amp; a new effective regional plan. ||||| @AnwarGargash Heyy look an Arab who hates Iran's guts enough to lie on behalf of Trump &amp; Netanyahu, surprise surprise
1674	1,1	2	#morningjoe All these nefarious world leaders R seeming 2 play Trump 2 get what they want. Netanyahu, the destruction of Iran deal. Xi, via Moon &amp; Un, 2 get troops outa S Korea &amp; claim superiority, Putin to dirty 🇺🇸 democracy, NATO &amp; the EU.   Spanky IS an idiot-a useful idiot. ||||| @lindacaseauthor Netanyahu is doing what he always does when he's in trouble, spread lies &amp; fear. The Israeli Security Force believes the Iran deal is a good one &amp; that Iran is holding up it's end of the deal.
1675	1,1	2	Why is the US letting Saudi Arabia off the hook over its 9/11 role and is instead accusing Iran of involvement in the attacks? [URL] ||||| @PressTV IRAN????? But 15/19 terrorists were Saudi Arabian!!! This is bullshit!!
1676	1,3	2	In live TV presentation, Israel's Netanyahu says documents prove Iran lied about nuclear program, but doesn't provide evidence Iran actually violated 2015 nuclear deal. [URL] ||||| @AP If the deal was founded on Iranian lies &amp; deception about its nuclear intentions then the foundation for the deal is illusory. If this info had been available in 2015 the deal would never have been made. A one-sided deal is no real deal. The docs show Iran's true intentions.
1677	1,0	2	AR-15 Assault Style Rifle.  Thank you @NRA.   [URL] ||||| @fraowe @NRA Anyone using this for politics should be ashamed of themselves. That said, your info is wrong. It was a shotgun and handgun but don’t let facts ruin your narrative!
1678	1,2	2	I’m in Santa Fe, Texas, where a prayer vigil was just held for the victims of today’s shooting at Santa Fe HS. Many people are holding white and red roses and baby’s breath flowers. [URL] ||||| @ambiej Very kind, I hope all attending look into their hearts and ask what has gone wrong? would Jesus support the @NRA.  I'm Catholic, and I don't believe that Jesus would support the LOVE of guns.
1679	1,1	2	The NRA should be investigated NOW. Retweet if you agree. We are continuing our investigation @TheDemCoalition into the NRA’s Russian ties and their contributions to Republicans. Help support it below. We need all the help we can get. #TrumpRussia #AMJoy [URL] ||||| @funder @WonderWoman934 @TheDemCoalition It’s sad ! That organization used to be decent! Until the BS about the second amendment by a few nutcases ! This is beyond divisive! Conspiring against America
1680	1,0	2	Parents that ride shotgun by not locking up their guns should be chared with the same crime that their children commit. [URL] ||||| @Normsmusic His son is a killer, not the father. We need to stop getting distracted with BS. We need #GunReformNow, right mf now. These politicians interests are with NRA and that must change. NRA has some deep deep ties their comfortable with...
1681	1,0	2	Issued a statewide call for Texans to take part in a moment of silence at 10:00 AM C.T. tomorrow, May 21, 2018, to honor the memory of the victims of the Santa Fe High School shooting.  [URL] ||||| @GovAbbott Its just fake. If really think of gun control. Ban guns. He will di nothing
1682	1,3	2	NRA board member Ted Nugent blames school shootings on unhealthy diets: [URL] ||||| @mmfa SMH  @TedNugent talking about diets?  WTF is wrong with the @NRA  #NRAisaTerroristOrganization
1683	1,0	2	Of course Democrats are outraged by Trump's comments on MS-13 gang members. They care more about illegals and vile animals like that than they do Americans. ||||| @WalshFreedom Total bs and that you kooks on the right believe it says all anybody needs to know. But if you wanna… [URL]
1684	1,0	2	With a corrupt real-estate developer in the White House, it's a crucial moment for Democrats to stand up and fight with tenants against skyrocketing rents and evictions—by championing rent control. #RentJusticeForAll  [URL] ||||| @CynthiaNixon Rent control is wrong !  What happened to capitalism  I think if nyc. Can inflict their gun views on upstate.  Upstate can give their opinion on rent control
1686	1,3	2	Oliver North, the NRA's incoming president, has suggested that Ritalin -- a medication that can be used to treat ADHD -- could be partially responsible for the recent gun violence in American schools. Here's what science says. [URL] [URL] ||||| @CNN He's still a lying fool. Even after all these years. Fits in perfectly with the NRA.
1687	1,0	2	NYT: Russian Billionaire Funded Cohen Shell Company Used to Pay Stormy Daniels [URL] [URL] ||||| @democracynow Misleading Headline  American Co hired Cohen - - nothing to do with Trump - - it is legal
1689	1,3	2	How Conservatives Can Win Back Young Americans [URL] ||||| @weeklystandard Hints: Don't lie to young Americans, don't raise their taxes in order to reduce taxes to the mega-rich, don't rob them of their healthcare, properly fund public education, stop bowing and scraping to the @NRA. In short @GOP try being decent human beings.
1690	1,3	2	Reality check: it's easy and unfettered access to guns. [URL] ||||| @Everytown @goldngater Any lie or excuse for republicans to protect NRA money. And not protect your children.
1692	1,0	2	1) We have an epidemic of school shootings in the USA.  2) We are not going to ban guns or otherwise infringe on the 2nd amendment (nor should we).  Recognizing that both of these are true, what do we do meaningfully address this problem?  Please weigh in: ||||| @Harlan Grow up and get over your second amendment bullshit, you self-entitled weirdos. Your attitude towards guns is insane.
1693	1,2	2	Another day, another school shooting. Most of the Left will call for #GunControlNow; most of the Right will freak about the 2nd Amendment. Ammosexuals, spurred on by their lobbying arm, the @NRA, will troll this post. Meanwhile, more parents will have to bury their children. [URL] ||||| @QueenieG2017 @NRA I have to ask what is wrong with gun control gun control means we have laws on the books and we go buy them no one and I mean no one that I know of is saying take guns if you are a responsible gun owner you should want laws just like a responsible driver we need laws for the road
1695	1,1	2	Comment why you do or don’t support our 5 point platform below I want to try responding to as many people as I can.   1. CDC funding for research into gun violance  2. Universal Background checks  3. Digitization of ATF records 4. High-Capacity magazine ban 5. Assault weapons ban ||||| @davidhogg111 @igggie1 The NRA has absolutely no POWER and they know it too be true,  the power lies with those weak, spineless, gutless POLITICIANS who don't want any form of GUN CONTROL LAWS, as I have stated before,  The BRA is a like a COPPER HEAD RATTLE  SNAKE, the NRA is the SNAKES tail and the
1696	1,3	2	Retweet if you're tired of all the #FakeNews ||||| @johnloudon @RyanAFournier I’m tired of the #NRA spouting fake news every minute!
1697	1,0	2	I support the real 2nd Amendment, not the imaginary 2nd Amendment.   And the real #2A isn’t absolute. It allows Congress to wake up to reality and ban these assault rifles that are designed for one purpose only - to kill as many people as fast as possible. ||||| @ChrisMurphyCT Not only are you wrong, but the Santa Fe shooting happened with a shotgun and a handgun legally owned by an adult. Your "assault weapons" ban would not have stopped it. Try again.
1698	1,0	2	"The NRA has never been stronger, we have never been tougher, and we have never been more ready to fight for our freedom!" To watch the full video, visit ➡️ [URL] #2A #NRAAM [URL] ||||| @NRA You've never been more  called on your bullshit.   You're a gun industry lobbyist that uses fear-based propaganda to magnify your influence and income. You call yourselves patriots, but sow distrust of the government and other Americans. Likely why the Russians cozied up to you.
1699	1,0	2	Shooters go to places where there is no self-defense allowed   Abolish gun fee zones. Implement armed guards.   We protect our banks, celebrities, airports, and stadiums with guns   Why not our kids?   🤔 ||||| @charliekirk11 'Shooters go to places where there is no self-defense allowed'  Why are you lying? 96% (!) of all school shootings are committed by STUDENTS!   'Military' shooters are shooting at military bases, the most heavily protected places you can imagine.  WHY ARE YOU LYING??  #NRAKills
1702	1,3	2	Well put, indeed. [URL] ||||| @GeorgeTakei So he blames the doctors for the school shootings.but there are no people of color shooting up schools.and they are taking The drug also. Once again blame everybody but the person themselves,is that right?
1703	1,3	2	🚨🚨🚨🚨🚨🚨 There are about 30 million reasons why Trump would want to weaken gun safety measures. That’s roughly how many dollars the National Rifle Association spent helping to elect him president.  [URL] via @HuffPostPol ||||| @musicrocksit452 @HuffPostPol I didn't post it because I thought people would get the wrong idea &amp; feel it was racist but there was a black man on Twitter who said something very funny about the NRA. He said if every black man in America rushed out to buy a gun the NRA would quickly rethink all of this, LOL
1704	1,0	2	I’m going to say it how it is and that’s Santa Fe students and parents will sadly not get their voice heard like the Marjory Stoneman Douglas community because Parkland is a wealthy community. Sad world that only money and connections could get things done. #SantaFeStrong ||||| @JoshBGallagher Or maybe cuz parkland was a false flag and Santa Fe was a legit shooting.
1705	1,3	2	Analysis: One thing, Rudy Giuliani: The Trump campaign *did* use it. [URL] ||||| @washingtonpost (WATCH NOW) THIS IS GLORIOUS. See Ignorant Tucker Carlson lie About The AR15 And Get His Comeuppance - [URL] [URL] @TuckerCarlson  @PatDavisNM  @FoxNews  #AR15  #NRA  @NRA #GunControl  #apology
1706	1,2	2	Debbie Wasserman Schultz: The NRA Is ‘Just Shy Of A Terrorist Organization’ [URL] ||||| @Thomas1774Paine All of the other liberals call the NRA &amp; its members terrorists; what did we do wrong that DWS lowered our rating to just shy? Was it something nice that we said on Marx's bday?
1707	1,0	2	@PatriotNachos @kclyle1 @JustinBelzer62 @breebxtler Is a persons life more important than having a gun? ||||| @Rebste03 @PatriotNachos @kclyle1 @JustinBelzer62 @breebxtler Classic anti-gun, simpleminded false dichotomy.   #gunsense #guncontrol #simpleminded #falsedichotomy
1708	1,1	2	.@NRA members need a hunting license to shoot animals.  So, yeah, the government knows they have guns. Seriously, how stupid are these people? ||||| @EdanClay @NRA They’ll believe whatever benefits them the most...stupid, stubborn, judgmental, selfish, deceitful, narcissistic, hateful, racist, controlling, myopic hypocrites  It’s always been like this. They’ve just never had a leader at the top  #WeaponizedLeadership #LeadershipByHypocrisy [URL]
1711	1,3	2	Texas Lt. Gov. Dan Patrick says lessons from Santa Fe shooting include limiting entries into school, staggering start times so not everyone enters at same time and parents locking up firearms. "We’re going to have to be creative … We’re going to have to think outside of the box" ||||| @mkraju And then hundreds die when there is a fire because there is no way out! Anything but gun control right?
1713	1,0	2	Hey Minnesotans: Think they don't want to take away your guns? Think again. Everytown and the Bloomberg gun control lobby released new ads pushing the Minnesota legislature to pass gun control. Tell your legislators NO MORE GUN CONTROL! ‼️ #NRA #2A #minnesota [URL] ||||| @NRA Huge difference between common sense gun control and confiscating guns. Over and over and over you repeat the same tired lie. Grow up.
1715	1,0	2	Meet the President of the @NRA [URL] ||||| @cameron_kasky @NRA It's bullshit like this that undermines you and your cause. You're just making an idiot of yourself which is what you actually are at this point in life.
1716	1,1	2	Democrats refuse to secure our schools.  They oppose metal detectors.  They oppose armed guards.  They oppose training and arming teachers.  The only thing they want is to ban firearms.  The only logical conclusion is that they really don't care about school safety at all. ||||| @TheMarkPantano Just like they care about DACA , all talk and lies , they care about nobody but themselves , release illegal criminal aliens Into your neighborhood and want you to be unarmed no chance long live the NRA
1717	1,3	2	Next on @tonykatz | @mayorditslear of @NoblesvilleIN responds to being called a liar by Hoosier Armory. Tune In Now! [URL] #Noblesvilleshooting ||||| @93wibc @tonykatz @mayorditslear @NoblesvilleIN The mayor is in the wrong. Did the protesters have a permit to protest? The owners have every right to ask him to leave. The nra didn’t do anything wrong. They should not have said they would leave.
1718	1,1	2	I’m sick of hearing we need “common sense” gun control: we need *ALL THE GUN CONTROL WE CAN POSSIBLY GET THROUGH THE POLITICAL PROCESS *! If any of that gets struck down by SCOTUS (unlikely), at least we’ll have tried. And do the mental health stuff too. It’s not “either/or.” ||||| @tribelaw In the 21st century, not sure why we need the second amendment, and please don’t give me the BS about controlling animal populations or protecting private property or protecting yourself from a rogue government or to survive a nuclear war created by our current President.
1719	1,3	2	Here's the biggest puzzle for me abt Trump. His biggest fear is to be mocked (cf WHCD 2011), to appear weak. His capitulation to Putin rightly makes him a mockery among those who aren't horrified. Why doesn't he care? ||||| @emptywheel I think he has such contempt for those who mock him that he doesn’t care.  He cares what his base thinks. That’s all that’s imp.  The rest of us are all “fake news.” Plus he’s compromised.
1721	1,1	2	The more I watch of Fousey clips from this past week, the more I disagree with everyone who thinks he's mentally ill. He's just been completely brainwashed by self help woo. ||||| @JustinWhang Fousey is a former actor, he’s a conman, he lies and makes stuff up for a living and when he’s exposed for all of the shit he constantly lies about he plays it off like he’s mentally ill so he can win over people’s sympathy. This is a direct repeat to what happened in 2016!
1722	1,0	2	The Baltimore #Orioles say that barring a last minute snag, they will trade Manny Machado on Wednesday with the #Dodgers, #Brewers and #Phillies still in talks. The #Dodgers remain the likely destination over the #Brewers. ||||| @BNightengale Fake news Bob!
1723	1,3	2	Taking solace from The Upside Down aka our world in a bookstore, WHAT ARE YOUR FAVE JOURNALISM BOOKS?! Fiction or nonfiction, just gimme stories about newspapers and reporters and stuff. Please don't tell me "the elements of style" thank you ||||| @ehernandez Imperfectionists for fiction. Nonfiction by journalists: Immortal Henrietta Lax (@RebeccaSkloot), American Fire (both really show how they got involved in story) ... and OF COURSE All the President's Men
1724	1,3	2	The color change is so beautiful..  You were a pure self to begin ur life - the empty self Then you experience life crisis - lost in darkness But you grow up through those life changes and start loving yourself - full of love  #LOVE_YOUR_SELF 🌷🌸🌹🌺💐  @BTS_twt, my love 💜 [URL] ||||| @sugafull27 @BTS_twt Yeah but I think the last one is a fake 🤓😂
1726	1,2	2	Sad news, memorial wall for this legend? [URL] ||||| @lushsux Wait Ninja is dead or it's fake news?
1727	1,3	2	Must read [URL] ||||| @SaraCarterDC "Why was a special counsel appointed in the first place?" As a nobody from the Anonosphere, whose level of sophistication is "If it walks like a duck, quacks like a duck..." I'd say to try &amp; get rid of #DJT, as the phony vote recount &amp; Electoral College caper didn't work. #Scam
1728	1,0	2	On Day Three of post summit damage control, Trump accuses media of trying to provoke "major confrontation" with Russia "that could lead to war.": war.":[URL] ||||| @AP_Politics @AP There is no damage control. This is all an attempt at damage control for the Democrats who are watching their polls numbers plummet.
1729	1,1	2	@Se_Railway @SouthernRailUK I'm not sure who's problem it is but the only ticket machine at St Leonard's Warrior Sq is broken. There's no staff around to tell or who can sell tickets. [URL] ||||| @timboj0nes Thanks for letting us know. If there are no ticket purchasing facilities available at your station, please buy on board a service or at the destination ^NN
1730	1,3	2	Given a chance.. what movie character would you like to play ? ||||| @Sohni_Bose Fiction: Captain America  Non-fiction: Ved of Tamasha
1731	1,1	2	Favorite failed media perception technique:  "You even have many in the President's own Party calling him out... Republicans like Senator McCain and Speaker Ryan"  Hasn't worked in three years, but it'll def work now.  😂  #TuesdayThoughts  #HelsinkiSummit ||||| @NWOinPanicMode Maybe they can let us know when the fake outrage hits Hollywood Access levels. Anything short of that is just the usual Trump Derangement Syndrome.
1733	1,3	2	BREAKING: New York Giants owner Steve Tisch RIPS Trump says NY Giants players will not be punished for national anthem kneeling,   “We support our players. They are not going to be punished. There is not going to be any punitive action taking place against them.” ||||| @politvidchannel 🗣️ The #FirstAmendment is in tHe #USA #Constitution for a rEaSOn aNd fOr all of #TreasonousTrump's #Demagaugory #hatred #lies aNd #Espionage #trump Will be inTROduCed to iT's "gREATer gOOd" aNd sOOn, wHy #Because #ItsMuellerTime [URL]
1734	1,2	2	Exclusive: Man Assaulted, Nearly Paralyzed In Mosh Pit At Vans Warped Tour [URL] ||||| @KDKA Why does the page not exist anymore
1735	1,3	2	What's your favourite Johnny Drille song now?  A lot of you about to have a new favourite when the new music drops next week ☺️ ||||| @Johnnydrille Can i pick from covers.....if so.... Dear future Wife  Wait for Me  Not all heroes wear capes Love dont lie Awa love Romeo and Juliet..... infact all the songs that you featured ON
1736	1,3	2	🇨🇺imyyyy girl ||||| @ohthatsslana imy too even though you got the flag wrong lmao
1737	1,3	2	i just let a very drunk coworker kiss me and tell me "how much i respect you i love you" whilst openly acknowledging the fact that i find her paying me 'compliments' like "you're hot as a girl...as a boy...as a boyish girl" offensive and attempting to grope my crotch. ||||| @ftmlorastyrell Just let it...pass. And forget about bullshit :) we don’t have to fall into other people’s shitty wells.
1738	1,1	2	The current President of the United States of America commits treason and the majority of the American people are like 🤷🏻‍♀️. ||||| @lsarsour Well it was either that or a self righteous cold/not-so-cold war so you do you. I’m just waiting for a super-volcano to fucking finish this bullshit for us.
1739	1,3	2	Trump has "very low expectations" for Putin meeting [URL] ||||| @jilevin Trump has very low expectations that #Putin will offer to destroy #TheTape, and they are of course warranted. What could be far worse, however, is the possibility that there is no tape.   #Resist #Trump &amp; #Nazis #Resistance #TheResistance
1741	1,3	2	Q4. Here comes the final question! #MissionImpossibleFallout #MissionImpossibleFalloutOnPaytm [URL] [URL] ||||| @PaytmTickets Ans4) False #MissionImpossibleFalloutOnPaytm
1742	1,3	2	A person can be in favor of improving relations with Russia, in favor of meeting with Putin, and still think something is not right here. ||||| @justinamash Would be nice to hear rep Justin Amash elaborate on "what isn't right here".  I hope he is not falling for the fantastical Russian interference narrative.  The #DNC has refused to turn over servers to FBI. Why?  There is no evidence, nor can there be without analyzing server.
1743	1,0	2	It is a human rights violation to separate children from parents, as ICE has done.  This admin continues to keep children from their parents. Sexual assault and abuse is not uncommon in ICE detention, either.  This is a moral crisis. And we must address it.[URL] ||||| @Ocasio2018 This is the new face of the Democratic party?  A liar?  Good God!  ICE does not separate children and their parents.  Border patrol does. ICE provides the shelters for them, they come in separated. Do your freaking homework! I'm an embarrassed New Yorker.  Sorry USA for this!
1744	1,3	2	It's time for the @KGWNews School Supply Drive! What's your favorite memory from going back to school? Or... an embarrassing one?? [URL] ||||| @CassidyQuinn @KGWNews All those dreams we had about being late for class or not finding a class on the first day of school are all true. The only false dream was going to school without clothes on.
1745	1,0	2	Honored to be with American hero ⁦Sam Johnson this morning dedicating remolded ⁦@WaysandMeansGOP⁩ room named in honor for his service to our great country!  Thx ⁦@RepKevinBrady⁩ for your leadership! [URL] ||||| @DevinNunes @WaysandMeansGOP @RepKevinBrady Lying piece of shit. You need to resign now.
1746	1,3	2	Tell us your best knock-knock joke, please. ||||| @rhettandlink Knock knock! Who's there? Life. Life who? Life is a meaningless spiral of existential horror and emptiness. Everything you know is an illusion. Everything that is real to you is fake to someone else. It's ceaseless agony, and it can only be stopped by your own inevitable death.👍
1747	1,1	2	George Will's new friends are really pleased with him. I assume as long as he dances for them they'll give him the attention no one else will. ||||| @KurtSchlichter I thought George Will was getting too old to be jumping through hoops, like a poodle in a Circus, but l was mistaken. Next l suspect to see him and John McCain in a traveling Minstrel Show.
1748	1,3	2	Not a new thought but worth noting again that Trump was far harsher on American allies Germany and Britain than he just was on Russia. ||||| @peterbakernyt Peter. Tough love. Remember there are no allies only interests. Or if that is not acceptable to you, let’s look to The Godfather for instruction: “Keep your friends close and your enemies closer.”
1749	1,3	2	True or false: The Stage 2 Champion is in Division B.  Reply with the hashtag #CWLPS4 and your tweet could be shown on broadcast! [URL] ||||| @CODWorldLeague False Open bracket 🙂
1750	1,1	2	Monday Trump: I don't see any reason why it would be Russia Tuesday Trump: I meant "wouldn't" Wednesday Trump: Is Russia still targeting US? "No" ||||| @KatyTurNBC @MsErinMichele_ The bullshit is getting very deep around the White House....
1751	1,3	2	Someone told me I looked like Trey Songz 🙈 [URL] ||||| @BabyWiIt Boy was he wrong !
1752	1,2	2	Reminder I read every phone opinion from #SouthJersey residents to my offices each day. And take time to call &amp; tweet constituents back. Votes just began...tune into @cspan for latest from House floor. ||||| @RepLoBiondo @cspan Reminder, your oath of office does not include covering up the attacks on our democracy. Why'd you follow along with Nunes' lies instead of investigating what happened?
1754	1,0	2	Many Brits are distraught their EU citizenship is being taken from them. The decision by @EU_Commission to open a petition on this is important &amp; deserves support. The @Europarl_EN &amp; I have repeatedly called for an examination on how to mitigate this loss [URL] ||||| @guyverhofstadt @EU_Commission @Europarl_EN Another lie from one of the key Remain liars.  Ignore him.  We're free in 251 days.
1755	1,3	2	how many times will i say i’m crying without actually crying ||||| @MXRYSE The limit does not exist
1756	1,3	2	iTunes US:  #109 Love Yourself: Tear (+20) [URL] ||||| @btschartdata I dont really know what is going on. BUT KEEP STREAMING IF YOU WANT TO SEE FAKE LOVE RE-ENTER THE CHART. I hope all thse people are buying the tracks individually
1757	1,1	2	That was my Trader Joe's, I've been there dozens of times. So glad we have to live in fear everywhere now because a few whackos really, really don't want to give up their guns. ||||| @MaryKoCo Horrible...but glad your safe Mary. I don't know why we have to keep living with this bullshit
1758	1,3	2	The Chief Whip now lacks credibility [URL] ||||| @ConHome Must be followed by lying Lewis!
1759	1,3	2	I spy with my little eye the museum where KURITA's collection is on permanent display. #iSpySearch LOOK HERE: [URL] ||||| @Swagbucks Overcame the incorrect link from the first post. Thank you for the SB!!
1760	1,1	2	Comey has NOT been telling the truth.  He pretended the “dossier” was only a minor part of the warrant application that he signed to wiretap, claiming it was NOT a “critical part of it” and there was a “significant amount of additional material.”  Demonstrably untrue. ||||| @GreggJarrett Comey-cal Liar !!🤮
1761	1,0	2	all guys are the same 🙂 ||||| @akxcix Not true 😞
1762	1,3	2	auto-tweeted this early, so i gotta tweet it normally now [URL] ||||| @PizzaBlox I think the badges might be referring to games such as “highest of schools” is RHS and “run of death” is Deathrun. And it says “TP#” in the name but I could be wrong idk
1763	1,2	2	SO I had a psychic reading and the woman told me about all the pregnancies I was going to have in the future.... 😇 (And we filmed it) ||||| @MsBlaireWhite HahhahHHhhhhH, well wait, maybe you'll be a early tgirl to have the first cis implanted vaginas! Who knows! Or maybe psychics are fake! Lol who knows?
1764	1,1	2	Sign Our Petition: Tell The Trump Administration To Remove The Citizenship Question From The 2020 Census [URL] ||||| @SilverandSue Stop Trumps Hate and lies!! He is Dispicable!
1765	1,0	2	We want to keep UKTV’s free channels, like Dave, on Virgin TV.  These channels are freely available over the air and on the internet, but UKTV has decided to cut off Virgin Media customers.  Join us in asking @UKTV why… [URL] ||||| @virginmedia @UKTV So you lie and give us poor alternatives. A refund would be better
1766	1,3	2	Fox &amp; Friends host urges Trump to correct his remarks on Russian election interference: [URL] [URL] ||||| @thehill It’s a little late now, there is no taking this back ...
1768	1,1	2	[walks into McDonald's and slams my nuts on the counter] can I have a McDouble please ||||| @PINK_BEAK Me today after showing the receipt for my mcdouble and the ticket for the bacon bullshit artisan burger I got last night
1769	1,1	2	I wanna visit friends and get taco bell with all of them but 99% oF THEM LIVE OUT OF STATE ||||| @ZaffiroRubino Taco Bell sounds like a good idea, not gonna lie.
1770	1,3	2	Currently the queue for the beach is 3 miles long. Luckily the wheat is still 20%, so no need to add to the traffic hell yet #YourHarvest [URL] ||||| @essexwindyfarm Need flashing blues 🚔 If they don’t get their food shit would certainly go wrong!
1771	1,1	2	I understand why Trump supporters believe the things they believe. It’s because of Fox News. Even if I, a hardcore liberal, watch Fox, I begin to buy into their narrative. Imagine watching that all day.  Fox is straight up state TV and propaganda that screws with people’s brains. ||||| @PoliticalEmilia Fox divided the US with lies fear &amp; hate all for Rep. votes. Trump took a cue from Fox and saw that being a racist would bring out his voters. Fox has gone full blown state run media b/c there is no way to put the genie back in the bottle. We end Fox we can start saving America
1772	1,3	2	The Government has faced a day of criticism for its failure to demand that two ex-British citizens do not face the death penalty in the US. How should the Government react to criticism over the 'ISIS Beatles'? #DarrenOnLBC [URL] ||||| @LBC Another way is to put them on "death Row" try everything to get them to see the wrong of their ways and at the end of that time if there is no change, remorse repentance then and only then do we consider - but not until every avenue is considered
1773	1,3	2	“Prosperity is returning. Donald Trump is doing exactly what he said he would do as a candidate, now as the most effective president, the most successful president, in modern American history.” Thank you to the great Lou Dobbs! ||||| @realDonaldTrump Lou Dobbs the spewer of false praise to please his majesty. And keep in his good graces. Long live the jester!
1774	1,1	2	Dudes out here praising Clickbait Videos that spread lies about NBA Live and 2K.   Flat out disgusting just to get views while misleading fellow gamers.   Unbelievable. ||||| @VFBaller I call it being a whore. Because that’s what it is. Selling bs for money. Except these cats doing it while spreading lies . Smh
1775	1,3	2	Describe this man in 3 words or less and then RT so everyone can ready your words [URL] ||||| @StopTrump2020 @MarkDavidAnder9 Lying, traitorous, criminal
1776	1,3	2	Eat my muffins and marry me plz [URL] ||||| @mtehuitz Oh wait i read that wrong oops!
1777	1,3	2	Almost all politicians, not least Corbyn, selling out the UK because of Brexit: “Ministers selling out UK exporters, Corbyn to say [URL] ||||| @acgrayling @curiocat13 The EU closed loophole of migrant workers a few months back to stop employers exploiting them plus there are NO studies that show eu immigration drives down wages.    Bin Brexit, Bin Corbyn. [URL]
